Date,close price
15-04-2015 0:00,223.57
16-04-2015 0:00,228.11
17-04-2015 0:00,222.23
18-04-2015 0:00,222.84
19-04-2015 0:00,221.69
20-04-2015 0:00,224.31
21-04-2015 0:00,235.81
22-04-2015 0:00,233.92
23-04-2015 0:00,235.56
24-04-2015 0:00,230.79
25-04-2015 0:00,225.85
26-04-2015 0:00,218.81
27-04-2015 0:00,228.5
28-04-2015 0:00,225.68
29-04-2015 0:00,225.98
30-04-2015 0:00,236.57
01-05-2015 0:00,232.12
02-05-2015 0:00,234.9
03-05-2015 0:00,240.12
04-05-2015 0:00,238.77
05-05-2015 0:00,236.55
06-05-2015 0:00,230.05
07-05-2015 0:00,237.78
08-05-2015 0:00,243.39
09-05-2015 0:00,240.48
10-05-2015 0:00,239.63
11-05-2015 0:00,241.85
12-05-2015 0:00,240.99
13-05-2015 0:00,235.8
14-05-2015 0:00,236.74
15-05-2015 0:00,237.31
16-05-2015 0:00,235.73
17-05-2015 0:00,236.1
18-05-2015 0:00,232.87
19-05-2015 0:00,231.94
20-05-2015 0:00,234.25
21-05-2015 0:00,235.3
22-05-2015 0:00,240.52
23-05-2015 0:00,239.03
24-05-2015 0:00,241.19
25-05-2015 0:00,237.49
26-05-2015 0:00,237.33
27-05-2015 0:00,237.18
28-05-2015 0:00,237.47
29-05-2015 0:00,237.1
30-05-2015 0:00,233.29
31-05-2015 0:00,230
01-06-2015 0:00,223.31
02-06-2015 0:00,225.75
03-06-2015 0:00,225.65
04-06-2015 0:00,224.37
05-06-2015 0:00,225.04
06-06-2015 0:00,225.68
07-06-2015 0:00,223.39
08-06-2015 0:00,228.65
09-06-2015 0:00,229.33
10-06-2015 0:00,228.95
11-06-2015 0:00,230.02
12-06-2015 0:00,230.2
13-06-2015 0:00,232.75
14-06-2015 0:00,233.85
15-06-2015 0:00,237.31
16-06-2015 0:00,250.9
17-06-2015 0:00,249.17
18-06-2015 0:00,248.87
19-06-2015 0:00,243.55
20-06-2015 0:00,245.26
21-06-2015 0:00,244.01
22-06-2015 0:00,246.77
23-06-2015 0:00,243.99
24-06-2015 0:00,240.22
25-06-2015 0:00,242.42
26-06-2015 0:00,242.64
27-06-2015 0:00,250.71
28-06-2015 0:00,248.07
29-06-2015 0:00,256.49
30-06-2015 0:00,262.48
01-07-2015 0:00,257.66
02-07-2015 0:00,254.35
03-07-2015 0:00,255.6
04-07-2015 0:00,260.35
05-07-2015 0:00,271.02
06-07-2015 0:00,268.49
07-07-2015 0:00,264.96
08-07-2015 0:00,269.65
09-07-2015 0:00,268.11
10-07-2015 0:00,283.88
11-07-2015 0:00,291.69
12-07-2015 0:00,309.98
13-07-2015 0:00,290.88
14-07-2015 0:00,286.19
15-07-2015 0:00,283.82
16-07-2015 0:00,277.83
17-07-2015 0:00,278.49
18-07-2015 0:00,274.49
19-07-2015 0:00,272.49
20-07-2015 0:00,278.41
21-07-2015 0:00,275.1
22-07-2015 0:00,276.62
23-07-2015 0:00,275.63
24-07-2015 0:00,287.97
25-07-2015 0:00,288.13
26-07-2015 0:00,291.64
27-07-2015 0:00,292.73
28-07-2015 0:00,293.79
29-07-2015 0:00,288.77
30-07-2015 0:00,287.29
31-07-2015 0:00,283.94
01-08-2015 0:00,280.04
02-08-2015 0:00,281.65
03-08-2015 0:00,280.48
04-08-2015 0:00,284.5
05-08-2015 0:00,281.38
06-08-2015 0:00,278.25
07-08-2015 0:00,279.03
08-08-2015 0:00,260.2
09-08-2015 0:00,264.44
10-08-2015 0:00,263.76
11-08-2015 0:00,270.92
12-08-2015 0:00,265.64
13-08-2015 0:00,263.34
14-08-2015 0:00,264.87
15-08-2015 0:00,260.73
16-08-2015 0:00,257.67
17-08-2015 0:00,256.98
18-08-2015 0:00,219
19-08-2015 0:00,225.39
20-08-2015 0:00,234.69
21-08-2015 0:00,231.94
22-08-2015 0:00,229.74
23-08-2015 0:00,227.59
24-08-2015 0:00,209.13
25-08-2015 0:00,221.71
26-08-2015 0:00,225.38
27-08-2015 0:00,224.26
28-08-2015 0:00,230.98
29-08-2015 0:00,229.76
30-08-2015 0:00,228.61
31-08-2015 0:00,230.02
01-09-2015 0:00,227.35
02-09-2015 0:00,228.86
03-09-2015 0:00,226.76
04-09-2015 0:00,230.09
05-09-2015 0:00,234.68
06-09-2015 0:00,239.44
07-09-2015 0:00,240.02
08-09-2015 0:00,243.55
09-09-2015 0:00,238.29
10-09-2015 0:00,238.59
11-09-2015 0:00,240.08
12-09-2015 0:00,234.82
13-09-2015 0:00,230.33
14-09-2015 0:00,230.24
15-09-2015 0:00,229.92
16-09-2015 0:00,228.8
17-09-2015 0:00,232.79
18-09-2015 0:00,232.72
19-09-2015 0:00,231.24
20-09-2015 0:00,230.86
21-09-2015 0:00,226.61
22-09-2015 0:00,230.52
23-09-2015 0:00,229.96
24-09-2015 0:00,234.28
25-09-2015 0:00,234.84
26-09-2015 0:00,234.21
27-09-2015 0:00,232.85
28-09-2015 0:00,239.34
29-09-2015 0:00,236.62
30-09-2015 0:00,236.25
01-10-2015 0:00,237.57
02-10-2015 0:00,237.4
03-10-2015 0:00,239.09
04-10-2015 0:00,238.69
05-10-2015 0:00,240.59
06-10-2015 0:00,246.42
07-10-2015 0:00,243.27
08-10-2015 0:00,242.69
09-10-2015 0:00,244.32
10-10-2015 0:00,245.33
11-10-2015 0:00,247.53
12-10-2015 0:00,245.59
13-10-2015 0:00,249.94
14-10-2015 0:00,252.59
15-10-2015 0:00,254.81
16-10-2015 0:00,262.94
17-10-2015 0:00,271.2
18-10-2015 0:00,262.9
19-10-2015 0:00,264.42
20-10-2015 0:00,270.22
21-10-2015 0:00,267.33
22-10-2015 0:00,274.41
23-10-2015 0:00,277.46
24-10-2015 0:00,282.66
25-10-2015 0:00,283.07
26-10-2015 0:00,286.13
27-10-2015 0:00,294.4
28-10-2015 0:00,303.89
29-10-2015 0:00,313.59
30-10-2015 0:00,326
31-10-2015 0:00,312.43
01-11-2015 0:00,325.08
02-11-2015 0:00,359.35
03-11-2015 0:00,400.71
04-11-2015 0:00,408.74
05-11-2015 0:00,387.51
06-11-2015 0:00,374.95
07-11-2015 0:00,384.8
08-11-2015 0:00,373.49
09-11-2015 0:00,380.04
10-11-2015 0:00,337.93
11-11-2015 0:00,312.58
12-11-2015 0:00,336.86
13-11-2015 0:00,337.29
14-11-2015 0:00,333.55
15-11-2015 0:00,319.93
16-11-2015 0:00,331.59
17-11-2015 0:00,335.77
18-11-2015 0:00,334.97
19-11-2015 0:00,326.31
20-11-2015 0:00,321.99
21-11-2015 0:00,327.17
22-11-2015 0:00,324.34
23-11-2015 0:00,323.26
24-11-2015 0:00,320.16
25-11-2015 0:00,328.98
26-11-2015 0:00,353.3
27-11-2015 0:00,358.18
28-11-2015 0:00,357.66
29-11-2015 0:00,371.86
30-11-2015 0:00,376.91
01-12-2015 0:00,362.73
02-12-2015 0:00,359.43
03-12-2015 0:00,361.31
04-12-2015 0:00,363.48
05-12-2015 0:00,388.86
06-12-2015 0:00,388.46
07-12-2015 0:00,395.86
08-12-2015 0:00,418.14
09-12-2015 0:00,418.04
10-12-2015 0:00,415.25
11-12-2015 0:00,453.9
12-12-2015 0:00,435.9
13-12-2015 0:00,433.54
14-12-2015 0:00,443.84
15-12-2015 0:00,465.5
16-12-2015 0:00,455.37
17-12-2015 0:00,455.99
18-12-2015 0:00,463.84
19-12-2015 0:00,462.23
20-12-2015 0:00,442.5
21-12-2015 0:00,437.76
22-12-2015 0:00,435.5
23-12-2015 0:00,442.84
24-12-2015 0:00,454.85
25-12-2015 0:00,455.31
26-12-2015 0:00,417.22
27-12-2015 0:00,422.52
28-12-2015 0:00,421.26
29-12-2015 0:00,432.62
30-12-2015 0:00,426.14
31-12-2015 0:00,430.05
01-01-2016 0:00,434.46
02-01-2016 0:00,433.59
03-01-2016 0:00,430.36
04-01-2016 0:00,433.49
05-01-2016 0:00,432.25
06-01-2016 0:00,429.46
07-01-2016 0:00,458.28
08-01-2016 0:00,453.37
09-01-2016 0:00,449.14
10-01-2016 0:00,448.96
11-01-2016 0:00,448.38
12-01-2016 0:00,432.88
13-01-2016 0:00,432.04
14-01-2016 0:00,429.73
15-01-2016 0:00,358.77
16-01-2016 0:00,387.66
17-01-2016 0:00,380.21
18-01-2016 0:00,385.84
19-01-2016 0:00,377.74
20-01-2016 0:00,418.74
21-01-2016 0:00,409.94
22-01-2016 0:00,381.76
23-01-2016 0:00,386.19
24-01-2016 0:00,402.61
25-01-2016 0:00,390.66
26-01-2016 0:00,391.43
27-01-2016 0:00,394.63
28-01-2016 0:00,379.38
29-01-2016 0:00,378.2
30-01-2016 0:00,376.94
31-01-2016 0:00,367.13
01-02-2016 0:00,371.25
02-02-2016 0:00,372.88
03-02-2016 0:00,368.93
04-02-2016 0:00,388.61
05-02-2016 0:00,385.34
06-02-2016 0:00,375.4
07-02-2016 0:00,375.28
08-02-2016 0:00,371.1
09-02-2016 0:00,373.32
10-02-2016 0:00,379.96
11-02-2016 0:00,377.72
12-02-2016 0:00,383.13
13-02-2016 0:00,392.18
14-02-2016 0:00,406.74
15-02-2016 0:00,399.48
16-02-2016 0:00,407.36
17-02-2016 0:00,415.56
18-02-2016 0:00,421.64
19-02-2016 0:00,420.33
20-02-2016 0:00,436.52
21-02-2016 0:00,438.98
22-02-2016 0:00,438.07
23-02-2016 0:00,419.98
24-02-2016 0:00,424.36
25-02-2016 0:00,423.52
26-02-2016 0:00,432.06
27-02-2016 0:00,432.14
28-02-2016 0:00,432.64
29-02-2016 0:00,436.61
01-03-2016 0:00,433.64
02-03-2016 0:00,421.6
03-03-2016 0:00,419.47
04-03-2016 0:00,407.98
05-03-2016 0:00,397.83
06-03-2016 0:00,404.55
07-03-2016 0:00,412.98
08-03-2016 0:00,411.76
09-03-2016 0:00,412.62
10-03-2016 0:00,416.16
11-03-2016 0:00,419.89
12-03-2016 0:00,410.13
13-03-2016 0:00,412.29
14-03-2016 0:00,415.09
15-03-2016 0:00,415.38
16-03-2016 0:00,416.25
17-03-2016 0:00,418.45
18-03-2016 0:00,408.04
19-03-2016 0:00,408.52
20-03-2016 0:00,410.75
21-03-2016 0:00,411.42
22-03-2016 0:00,416.93
23-03-2016 0:00,417.39
24-03-2016 0:00,414.34
25-03-2016 0:00,415.69
26-03-2016 0:00,416.73
27-03-2016 0:00,425.38
28-03-2016 0:00,422.76
29-03-2016 0:00,415.55
30-03-2016 0:00,412.69
31-03-2016 0:00,415.16
01-04-2016 0:00,417.01
02-04-2016 0:00,419.69
03-04-2016 0:00,419.38
04-04-2016 0:00,419.42
05-04-2016 0:00,422.65
06-04-2016 0:00,421.7
07-04-2016 0:00,421.2
08-04-2016 0:00,418.09
09-04-2016 0:00,418.42
10-04-2016 0:00,421.11
11-04-2016 0:00,422.99
12-04-2016 0:00,425.99
13-04-2016 0:00,424.4
14-04-2016 0:00,425.11
15-04-2016 0:00,429.98
16-04-2016 0:00,430.84
17-04-2016 0:00,427.86
18-04-2016 0:00,429.05
19-04-2016 0:00,436.1
20-04-2016 0:00,442.16
21-04-2016 0:00,451.1
22-04-2016 0:00,447.64
23-04-2016 0:00,452.58
24-04-2016 0:00,460.33
25-04-2016 0:00,462.51
26-04-2016 0:00,467.8
27-04-2016 0:00,445.01
28-04-2016 0:00,449.86
29-04-2016 0:00,456.35
30-04-2016 0:00,449.33
01-05-2016 0:00,453.04
02-05-2016 0:00,444.51
03-05-2016 0:00,450.27
04-05-2016 0:00,446.96
05-05-2016 0:00,448.53
06-05-2016 0:00,460.37
07-05-2016 0:00,459.46
08-05-2016 0:00,459.44
09-05-2016 0:00,461.49
10-05-2016 0:00,450.99
11-05-2016 0:00,452.11
12-05-2016 0:00,454.82
13-05-2016 0:00,455.73
14-05-2016 0:00,455.75
15-05-2016 0:00,457.85
16-05-2016 0:00,453.41
17-05-2016 0:00,452.75
18-05-2016 0:00,453.38
19-05-2016 0:00,436.73
20-05-2016 0:00,442.95
21-05-2016 0:00,443.13
22-05-2016 0:00,438.77
23-05-2016 0:00,443.73
24-05-2016 0:00,445.13
25-05-2016 0:00,449.23
26-05-2016 0:00,453.82
27-05-2016 0:00,473.47
28-05-2016 0:00,525.43
29-05-2016 0:00,524.08
30-05-2016 0:00,532.59
31-05-2016 0:00,531.8
01-06-2016 0:00,536.42
02-06-2016 0:00,538.14
03-06-2016 0:00,570.47
04-06-2016 0:00,573.45
05-06-2016 0:00,574.11
06-06-2016 0:00,585.53
07-06-2016 0:00,577.86
08-06-2016 0:00,583.1
09-06-2016 0:00,576.45
10-06-2016 0:00,579.13
11-06-2016 0:00,611.78
12-06-2016 0:00,675.34
13-06-2016 0:00,705.62
14-06-2016 0:00,685.99
15-06-2016 0:00,696.32
16-06-2016 0:00,768.24
17-06-2016 0:00,747.55
18-06-2016 0:00,755.68
19-06-2016 0:00,764.04
20-06-2016 0:00,727.95
21-06-2016 0:00,665.88
22-06-2016 0:00,602.89
23-06-2016 0:00,625.49
24-06-2016 0:00,665.16
25-06-2016 0:00,665.33
26-06-2016 0:00,630.25
27-06-2016 0:00,658.4
28-06-2016 0:00,646.3
29-06-2016 0:00,639.08
30-06-2016 0:00,672.48
01-07-2016 0:00,676.52
02-07-2016 0:00,703.69
03-07-2016 0:00,659.69
04-07-2016 0:00,681.63
05-07-2016 0:00,668.09
06-07-2016 0:00,676.11
